Subject,Catalog #,Type,Title,Facility,Days,Start,End,Building,Room
ENGLISH,198BC,GRP,Directed Group Stud,Wheeler 301,T,1900,1959,wheeler,301
ENGLISH,198BC,GRP,Directed Group Stud,Wheeler 305,W,1800,1859,wheeler,305
ENGLISH,198BC,GRP,Directed Group Stud,Wheeler 305,W,1900,1959,wheeler,305
ENGLISH,198BC,GRP,Directed Group Stud,Wheeler 301,W,1900,1959,wheeler,301
ENGLISH,198BC,GRP,Directed Group Stud,Wheeler 305,R,1800,1859,wheeler,305
ENGLISH,198BC,GRP,Directed Group Stud,Wheeler 301,R,1900,1959,wheeler,301
ENGLISH,198BC,GRP,Directed Group Stud,Wheeler 305,R,1900,1959,wheeler,305
ENVDES,1,LEC,Intro To Env Des,Wurster 112,MW,1100,1229,wurster,112
ENVDES,1,DIS,Intro To Env Des,Wurster 370,W,1300,1459,wurster,370
ENVDES,1,DIS,Intro To Env Des,Wurster 370,R,900,1059,wurster,370
ENVDES,1,DIS,Intro To Env Des,Wurster 172,R,1300,1459,wurster,172
ENVDES,1,DIS,Intro To Env Des,Wurster 172,T,1700,1859,wurster,172
ENVDES,1,DIS,Intro To Env Des,Wurster 172,W,1000,1159,wurster,172
ENVDES,4A,LEC,Design And Activism,Wurster 112,TR,1600,1729,wurster,112
ENVDES,101B,SEM,1 Long Composition,Wurster 270,T,1800,2059,wurster,270
ENVDES,102,LEC,Sustnble Urbanism,Wurster 101,TR,930,1059,wurster,101
ENVDES,198,GRP,Directed Group Stdy,Wurster 112,T,1900,2159,wurster,112
ENVECON,C1,LEC,Intro To Env Econ,Barker 101,MWF,1400,1459,barker,101
ENVECON,C1,DIS,Intro To Env Econ,Evans 736,M,900,959,evans,736
ENVECON,C1,DIS,Intro To Env Econ,Valley Life Sciences 2066,W,800,859,valleylifesciences,2066
ENVECON,C1,DIS,Intro To Env Econ,Valley Life Sciences 2070,W,1600,1659,valleylifesciences,2070
ENVECON,C1,DIS,Intro To Env Econ,Morgan 138,F,1500,1559,morgan,138
ENVECON,100,LEC,Microecon Theory,Barker 101,TR,1400,1529,barker,101
ENVECON,100,DIS,Microecon Theory,Valley Life Sciences 2062,M,1500,1559,valleylifesciences,2062
ENVECON,100,DIS,Microecon Theory,Valley Life Sciences 2062,W,800,859,valleylifesciences,2062
ENVECON,100,DIS,Microecon Theory,Valley Life Sciences 2038,W,900,959,valleylifesciences,2038
ENVECON,100,DIS,Microecon Theory,Valley Life Sciences 2032,F,1400,1459,valleylifesciences,2032
ENVECON,C102,LEC,Nat Res Econ,Barker 101,TR,1530,1659,barker,101
ENVECON,C102,DIS,Nat Res Econ,Barrows 136,M,900,959,barrows,136
ENVECON,C102,DIS,Nat Res Econ,Valley Life Sciences 2030,M,1400,1459,valleylifesciences,2030
ENVECON,C102,DIS,Nat Res Econ,Barrows 587,W,1600,1659,barrows,587
ENVECON,C102,DIS,Nat Res Econ,Valley Life Sciences 2011,F,1500,1559,valleylifesciences,2011
ENVECON,C118,LEC,Intro Econometrics,Moffitt Library 101,TR,930,1059,moffittlibrary,101
ENVECON,C118,DIS,Intro Econometrics,Hearst Field Annex B5,W,900,959,hearstfieldannex,B5
ENVECON,C118,DIS,Intro Econometrics,Barrows 140,W,1600,1659,barrows,140
ENVECON,141,LEC,Ag & Environ Policy,Mulford 240,MWF,900,959,mulford,240
ENVECON,141,DIS,Ag & Environ Policy,Evans 81,M,1100,1159,evans,81
ENVECON,141,DIS,Ag & Environ Policy,Evans 75,M,1300,1359,evans,75
ENVECON,145,LEC,Hlth & Env Econ,Morgan 101,MWF,1100,1159,morgan,101
ENVECON,145,DIS,Hlth & Env Econ,Valley Life Sciences 2030,T,800,859,valleylifesciences,2030
ENVECON,145,DIS,Hlth & Env Econ,Valley Life Sciences 2062,R,1600,1659,valleylifesciences,2062
ENVECON,C151,LEC,Economic Develop,Hearst Field Annex A1,MWF,1100,1159,hearstfieldannex,A1
ENVECON,C151,DIS,Economic Develop,Genetics & Plant Bio 107,M,1300,1359,genetics&plantbio,107
ENVECON,C151,DIS,Economic Develop,Barrows 140,M,1600,1659,barrows,140
ENVECON,C151,DIS,Economic Develop,Moffitt Library 102,W,1400,1459,moffittlibrary,102
ENVECON,C151,DIS,Economic Develop,Wurster 101,W,1500,1559,wurster,101
ENVECON,C151,DIS,Economic Develop,Moffitt Library 102,W,1600,1659,moffittlibrary,102
ENVECON,152,LEC,Adv Topics Dev/Trad,Barker 110,MW,900,959,barker,110
ENVECON,152,DIS,Adv Topics Dev/Trad,Valley Life Sciences 2066,W,1600,1659,valleylifesciences,2066
ENVECON,152,DIS,Adv Topics Dev/Trad,Giannini 201,F,900,959,giannini,201
ENVECON,161,LEC,Adv Topic Env Econ,Giannini 201,MWF,1500,1559,giannini,201
ENVECON,161,DIS,Adv Topic Env Econ,Cory 237,W,1300,1359,cory,237
ENVECON,C181,LEC,International Trade,Latimer 120,TR,1230,1359,latimer,120
ENVECON,C181,DIS,International Trade,Barrows 587,M,900,959,barrows,587
ENVECON,C181,DIS,International Trade,Evans 41,M,1000,1059,evans,41
ENVECON,C181,DIS,International Trade,Valley Life Sciences 2070,M,1500,1559,valleylifesciences,2070
ENVECON,C181,DIS,International Trade,Valley Life Sciences 2032,M,1400,1459,valleylifesciences,2032
ENVECON,C181,DIS,International Trade,Hearst Gym 242,T,900,959,hearstgym,242
ENVECON,C181,DIS,International Trade,Morgan 138,T,800,859,morgan,138
EPS,C20,LEC,Earthquakes,Li Ka Shing 245,TR,1100,1229,likashing,245
EPS,50,LEC,The Planet Earth,GSPP 150,TR,1400,1529,gspp,150
EPS,50,LAB,The Planet Earth,McCone 365,T,1100,1359,mccone,365
EPS,50,LAB,The Planet Earth,McCone 365,W,1000,1259,mccone,365
EPS,50,LAB,The Planet Earth,McCone 365,R,800,1059,mccone,365
EPS,50,LAB,The Planet Earth,McCone 365,F,900,1159,mccone,365
EPS,80,LEC,Environ Earth Sci,Stanley 105,MWF,1200,1259,stanley,105
EPS,C82,LEC,Oceans,Pimentel 1,TR,1700,1829,pimentel,1
EPS,C82,LEC,Oceans,Pimentel 1,TR,1700,1829,pimentel,1
EPS,C82,DIS,Oceans,Giannini 141,T,800,859,giannini,141
EPS,C82,DIS,Oceans,Cory 247,T,1400,1459,cory,247
EPS,C82,DIS,Oceans,Barrows 56,W,1100,1159,barrows,56
EPS,C82,DIS,Oceans,Cory 247,W,1500,1559,cory,247
EPS,C82,DIS,Oceans,Haviland 12,T,1000,1059,haviland,12
EPS,C82,DIS,Oceans,Haviland 12,R,1000,1059,haviland,12
EPS,C82,DIS,Oceans,Cory 247,R,1400,1459,cory,247
EPS,C82,DIS,Oceans,Giannini 141,W,1100,1159,giannini,141
EPS,100A,LEC,Mineralogy,McCone 365,MW,1300,1359,mccone,365
EPS,100A,LAB,Mineralogy,McCone 365,MW,1400,1559,mccone,365
EPS,101,FLD,Fld Geol & Dig Map,Off Campus,TR,1200,1559,off,Campus
EPS,101,LEC,Fld Geol & Dig Map,McCone 265,TR,1100,1159,mccone,265
EPS,108,LEC,Geodynamics,McCone 325,TR,1400,1529,mccone,325
EPS,109,LEC,Comp Sim Earth,McCone 141,TR,1700,1759,mccone,141
EPS,111,LEC,Petroleum Geology,McCone 325,TR,1230,1329,mccone,325
EPS,117,LEC,Geomorphology,McCone 265,TR,930,1059,mccone,265
EPS,117,LAB,Geomorphology,McCone 265,W,1300,1559,mccone,265
EPS,117,LAB,Geomorphology,McCone 265,R,1300,1559,mccone,265
EPS,150,LEC,Case Stdy-Earth Sys,McCone 325,F,1100,1259,mccone,325
EPS,C178,LEC,Applied Geophysics,Davis 406,MWF,1000,1059,davis,406
EPS,C181,LEC,Atm Phys & Dyn,McCone 325,MW,1400,1529,mccone,325
ESPM,2,LEC,The Biosphere,Barker 101,MWF,1000,1059,barker,101
ESPM,2,DIS,The Biosphere,Barrows 136,W,1600,1659,barrows,136
ESPM,6,LEC,Environ Biology,Hearst Field Annex A1,TR,1700,1759,hearstfieldannex,A1
ESPM,6,DIS,Environ Biology,LeConte 1,T,1800,1859,leconte,1
ESPM,C12,LEC,Int Environ Studies,Mulford 159,TR,1230,1359,mulford,159
ESPM,C12,DIS,Int Environ Studies,Valley Life Sciences 2038,T,1400,1529,valleylifesciences,2038
ESPM,C12,DIS,Int Environ Studies,Kroeber 115,R,1400,1529,kroeber,115
ESPM,C12,DIS,Int Environ Studies,Valley Life Sciences 2011,R,1530,1659,valleylifesciences,2011
ESPM,15,LEC,Intro Environ Sci,Genetics & Plant Bio 100,MWF,900,959,genetics&plantbio,100
ESPM,15,LEC,Intro Environ Sci,Genetics & Plant Bio 100,MWF,900,959,genetics&plantbio,100
ESPM,15,DIS,Intro Environ Sci,Valley Life Sciences 2032,T,1500,1559,valleylifesciences,2032
ESPM,15,DIS,Intro Environ Sci,Valley Life Sciences 2038,T,1600,1659,valleylifesciences,2038
ESPM,15,DIS,Intro Environ Sci,Valley Life Sciences 2030,R,800,859,valleylifesciences,2030
ESPM,15,DIS,Intro Environ Sci,Barker 110,R,900,959,barker,110
ESPM,15,DIS,Intro Environ Sci,Valley Life Sciences 2038,R,1500,1559,valleylifesciences,2038
ESPM,15,DIS,Intro Environ Sci,Valley Life Sciences 2038,R,1600,1659,valleylifesciences,2038
ESPM,24,SEM,Freshman Seminar,Giannini 332,W,1100,1159,giannini,332
ESPM,40,LEC,Insect/Humn Society,Evans 60,MW,1100,1159,evans,60
ESPM,40,DIS,Insect/Humn Society,Etcheverry 3105,F,800,959,etcheverry,3105
ESPM,40,DIS,Insect/Humn Society,Morgan 138,F,1000,1159,morgan,138
ESPM,40,DIS,Insect/Humn Society,Haviland 321,F,1200,1359,haviland,321
ESPM,40,DIS,Insect/Humn Society,Haviland 321,F,1400,1559,haviland,321
ESPM,50AC,LEC,Intro Cult/Res Mgt,Valley Life Sciences 2050,MWF,1100,1159,valleylifesciences,2050
ESPM,50AC,DIS,Intro Cult/Res Mgt,Valley Life Sciences 2062,M,1400,1459,valleylifesciences,2062
ESPM,50AC,DIS,Intro Cult/Res Mgt,Morgan 138,M,1500,1559,morgan,138
ESPM,50AC,DIS,Intro Cult/Res Mgt,Valley Life Sciences 2032,M,1600,1659,valleylifesciences,2032
ESPM,50AC,DIS,Intro Cult/Res Mgt,Valley Life Sciences 2032,T,800,859,valleylifesciences,2032
ESPM,50AC,DIS,Intro Cult/Res Mgt,Valley Life Sciences 2038,T,800,859,valleylifesciences,2038
ESPM,50AC,DIS,Intro Cult/Res Mgt,Barrows 587,T,900,959,barrows,587
ESPM,50AC,DIS,Intro Cult/Res Mgt,Morgan 138,W,800,859,morgan,138
ESPM,50AC,DIS,Intro Cult/Res Mgt,Hearst Gym 242,W,1600,1659,hearstgym,242
ESPM,50AC,DIS,Intro Cult/Res Mgt,Valley Life Sciences 2032,R,800,859,valleylifesciences,2032
ESPM,50AC,DIS,Intro Cult/Res Mgt,Barrows 587,R,900,959,barrows,587
ESPM,50AC,DIS,Intro Cult/Res Mgt,Valley Life Sciences 2066,R,1500,1559,valleylifesciences,2066
ESPM,90,LEC,Intro To Crs Major,Mulford 132,W,1400,1559,mulford,132
ESPM,98BC,LEC,Directed Group Stud,Mulford 103,M,1700,1759,mulford,103
ESPM,98BC,LEC,Directed Group Stud,Mulford 103,M,1800,1859,mulford,103
ESPM,98BC,LEC,Directed Group Stud,Mulford 103,T,1700,1759,mulford,103
ESPM,98BC,LEC,Directed Group Stud,Mulford 103,T,1800,1859,mulford,103
ESPM,98BC,LEC,Directed Group Stud,Giannini 332,T,1800,1859,giannini,332
ESPM,98BC,LEC,Directed Group Stud,Mulford 103,W,1700,1759,mulford,103
ESPM,98BC,LEC,Directed Group Stud,Mulford 103,W,1800,1859,mulford,103
ESPM,98BC,LEC,Directed Group Stud,Mulford 132,M,1800,1859,mulford,132
ESPM,98BC,LEC,Directed Group Stud,Mulford 132,M,1800,1859,mulford,132
ESPM,100,LEC,Environ Prob Solv,Life Sciences Addition 101,TR,1400,1529,lifesciencesaddition,101
ESPM,100,DIS,Environ Prob Solv,Giannini 141,W,1600,1659,giannini,141
ESPM,100,DIS,Environ Prob Solv,Mulford 240,R,1700,1759,mulford,240
ESPM,102B,LEC,Nat Res Sampling,LeConte 385,TR,1000,1059,leconte,385
ESPM,102BL,LAB,Sampling Lab,Mulford 124,W,1300,1659,mulford,124
ESPM,C103,LEC,Prin Conserv Biol,Barrows 60,TR,930,1059,barrows,60
ESPM,C103,DIS,Prin Conserv Biol,Mulford 36,R,1100,1230,mulford,36
ESPM,C103,DIS,Prin Conserv Biol,Mulford 36,R,1400,1530,mulford,36
ESPM,C103,DIS,Prin Conserv Biol,Mulford 36,R,1530,1659,mulford,36
ESPM,C105,LEC,Natural History Mus,Valley Life Sciences 3083,TR,1530,1659,valleylifesciences,3083
ESPM,C105,LEC,Natural History Mus,Valley Life Sciences 3083,TR,1530,1659,valleylifesciences,3083
ESPM,C105,LEC,Natural History Mus,Valley Life Sciences 3083,TR,1530,1659,valleylifesciences,3083
ESPM,C107,LEC,Biol Geomo Trop Isl,Valley Life Sciences 3059,MTWRF,900,1159,valleylifesciences,3059
ESPM,C107,LEC,Biol Geomo Trop Isl,Valley Life Sciences 3059,MTWRF,900,1159,valleylifesciences,3059
ESPM,C107,LEC,Biol Geomo Trop Isl,Valley Life Sciences 3059,MTWRF,900,1159,valleylifesciences,3059
ESPM,C107,LEC,Biol Geomo Trop Isl,Valley Life Sciences 3059,MTWRF,900,1159,valleylifesciences,3059
ESPM,108A,LEC,Trees: Taxonomy,Mulford 132,TR,1100,1159,mulford,132
ESPM,108A,LAB,Trees: Taxonomy,Haviland 12,M,1400,1659,haviland,12
ESPM,108B,LEC,Env Change Genetics,Barker 110,T,900,959,barker,110
ESPM,120,LEC,Soil Characters,Mulford 132,MWF,1000,1059,mulford,132
ESPM,C126,LEC,Animal Behavior,Dwinelle 145,MWF,900,959,dwinelle,145
ESPM,C126,LEC,Animal Behavior,Dwinelle 145,MWF,900,959,dwinelle,145
ESPM,C126,DIS,Animal Behavior,Valley Life Sciences 3097,T,1100,1159,valleylifesciences,3097
ESPM,C126,DIS,Animal Behavior,Valley Life Sciences 3097,T,1200,1259,valleylifesciences,3097
ESPM,C126,DIS,Animal Behavior,Valley Life Sciences 3097,T,1300,1359,valleylifesciences,3097
ESPM,C126,DIS,Animal Behavior,Valley Life Sciences 3097,W,1400,1459,valleylifesciences,3097
ESPM,C126,DIS,Animal Behavior,Valley Life Sciences 3097,W,1500,1559,valleylifesciences,3097
ESPM,C126,DIS,Animal Behavior,Valley Life Sciences 3097,R,1200,1259,valleylifesciences,3097
ESPM,C126,DIS,Animal Behavior,Valley Life Sciences 3097,R,1300,1359,valleylifesciences,3097
ESPM,C126,DIS,Animal Behavior,Valley Life Sciences 3097,R,1400,1459,valleylifesciences,3097
ESPM,C129,LEC,Biometeorology,Barrows 587,MWF,1100,1159,barrows,587
ESPM,137,LEC,Landscape Ecology,Barker 110,MW,1100,1159,barker,110
ESPM,137,LAB,Landscape Ecology,Mulford 124,T,1300,1559,mulford,124
ESPM,137,LAB,Landscape Ecology,Mulford 124,R,900,1159,mulford,124
ESPM,140,LEC,General Entomology,Wellman 306,MW,1300,1359,wellman,306
ESPM,140,LAB,General Entomology,Wellman 306,M,1400,1659,wellman,306
ESPM,140,LAB,General Entomology,Wellman 306,W,1400,1659,wellman,306
ESPM,142,LEC,Insect Behavior,Barrows 185,MWF,1100,1159,barrows,185
ESPM,142,DIS,Insect Behavior,Evans 55,W,1500,1559,evans,55
ESPM,142,DIS,Insect Behavior,Evans 55,W,1600,1659,evans,55
ESPM,147,LAB,Field Entomology,Wellman 306,F,1200,1259,wellman,306
ESPM,147,LAB,Field Entomology,Wellman 306,F,1300,1359,wellman,306
ESPM,155AC,LEC,Nat Res Sociology,Hearst Field Annex A1,TR,1100,1229,hearstfieldannex,A1
ESPM,155AC,DIS,Nat Res Sociology,Valley Life Sciences 2066,T,1500,1559,valleylifesciences,2066
ESPM,155AC,DIS,Nat Res Sociology,Morgan 138,T,1600,1659,morgan,138
ESPM,155AC,DIS,Nat Res Sociology,Valley Life Sciences 2011,T,1700,1759,valleylifesciences,2011
ESPM,155AC,DIS,Nat Res Sociology,Valley Life Sciences 2038,W,800,859,valleylifesciences,2038
ESPM,155AC,DIS,Nat Res Sociology,Sutardja Dai 254,W,1000,1059,sutardjadai,254
ESPM,160AC,LEC,Am Env/Cultrl Hist,Genetics & Plant Bio 100,MWF,1300,1359,genetics&plantbio,100
ESPM,160AC,DIS,Am Env/Cultrl Hist,Valley Life Sciences 2032,W,1700,1829,valleylifesciences,2032
ESPM,160AC,DIS,Am Env/Cultrl Hist,Valley Life Sciences 2032,W,1830,1959,valleylifesciences,2032
ESPM,160AC,DIS,Am Env/Cultrl Hist,Dwinelle 223,R,800,929,dwinelle,223
ESPM,160AC,DIS,Am Env/Cultrl Hist,Barrows 110,R,930,1059,barrows,110
ESPM,160AC,DIS,Am Env/Cultrl Hist,Barrows 110,R,1100,1229,barrows,110
ESPM,160AC,DIS,Am Env/Cultrl Hist,Barrows 110,R,1230,1359,barrows,110
ESPM,160AC,DIS,Am Env/Cultrl Hist,Barrows 110,R,1400,1529,barrows,110
ESPM,160AC,DIS,Am Env/Cultrl Hist,Dwinelle 105,R,1530,1659,dwinelle,105
ESPM,160AC,DIS,Am Env/Cultrl Hist,Dwinelle 228,R,1700,1829,dwinelle,228
ESPM,160AC,DIS,Am Env/Cultrl Hist,Barrows 54,R,1700,1829,barrows,54
ESPM,161,LEC,Env Phil Ethics,Mulford 159,MW,1600,1659,mulford,159
ESPM,161,DIS,Env Phil Ethics,Evans 47,T,800,929,evans,47
ESPM,161,DIS,Env Phil Ethics,Evans 47,T,930,1059,evans,47
ESPM,161,DIS,Env Phil Ethics,Cory 237,T,1100,1229,cory,237
ESPM,161,DIS,Env Phil Ethics,Cory 237,T,1230,1359,cory,237
ESPM,161,DIS,Env Phil Ethics,Mulford 132,T,1230,1359,mulford,132
ESPM,161,DIS,Env Phil Ethics,Mulford 132,T,1530,1659,mulford,132
ESPM,161,DIS,Env Phil Ethics,Valley Life Sciences 2030,T,1700,1829,valleylifesciences,2030
ESPM,162,LEC,Bioethics Soc,Valley Life Sciences 2060,MWF,1200,1259,valleylifesciences,2060
ESPM,162,DIS,Bioethics Soc,Evans 4,M,1400,1459,evans,4
ESPM,162,DIS,Bioethics Soc,Evans 4,M,1500,1559,evans,4
ESPM,162,DIS,Bioethics Soc,Cory 285,T,1500,1559,cory,285
ESPM,162,DIS,Bioethics Soc,Evans 7,T,1600,1659,evans,7
ESPM,162,DIS,Bioethics Soc,Evans 85,W,1000,1059,evans,85
ESPM,164,LAB,Gis And Env Science,Mulford 124,W,900,1059,mulford,124
ESPM,164,LEC,Gis And Env Science,Mulford 124,M,900,1159,mulford,124
ESPM,169,LEC,Intnatl Env Politic,Morgan 101,TR,1230,1359,morgan,101
ESPM,169,DIS,Intnatl Env Politic,Evans 4,T,1500,1559,evans,4
ESPM,169,DIS,Intnatl Env Politic,Evans 4,T,1600,1659,evans,4
ESPM,169,DIS,Intnatl Env Politic,Morgan 138,R,800,859,morgan,138
ESPM,169,DIS,Intnatl Env Politic,LeConte 385,R,900,959,leconte,385
ESPM,173,LEC,Intro Data Analysis,Mulford 132,TR,1400,1529,mulford,132
ESPM,173,LAB,Intro Data Analysis,Mulford 124,M,1400,1559,mulford,124
ESPM,173,LAB,Intro Data Analysis,Mulford 124,T,900,1059,mulford,124
ESPM,175A,SEM,Sen Res Sem Env Sci,Mulford 240,MW,1200,1359,mulford,240
ESPM,175A,SEM,Sen Res Sem Env Sci,Mulford 230,MW,1200,1359,mulford,230
ESPM,178B,LEC,Env Sci Ed Pract,Haviland 321,MW,1700,1829,haviland,321
ESPM,178B,DIS,Env Sci Ed Pract,Valley Life Sciences 2062,W,1600,1659,valleylifesciences,2062
ESPM,182,LEC,Forest Oper Mangmt,Haviland 321,T,800,929,haviland,321
ESPM,185,LEC,Applied Forest Ecol,Mulford 132,MWF,900,959,mulford,132
ESPM,185,LAB,Applied Forest Ecol,Mulford 132,F,1300,1659,mulford,132
ESPM,C192,LEC,Mol Prob Solving,Barker 101,MW,1600,1659,barker,101
ESPM,194A,SEM,Senior Seminr Crs,Giannini 332,M,1600,1759,giannini,332
ESPM,194A,SEM,Senior Seminr Crs,Giannini 332,T,1600,1759,giannini,332
ESPM,194B,LEC,Secapstone,Mulford 132,T,1700,1829,mulford,132
ESPM,198BC,LEC,Directed Group Stud,Mulford 132,M,1700,1759,mulford,132
ESPM,198BC,LEC,Directed Group Stud,Genetics & Plant Bio 104,T,1700,1759,genetics&plantbio,104
ESPM,198BC,LEC,Directed Group Stud,Mulford 106,T,1700,1759,mulford,106
ESPM,198BC,LEC,Directed Group Stud,Barrows 186,T,1800,1859,barrows,186
ESPM,198BC,LEC,Directed Group Stud,Mulford 132,W,1700,1759,mulford,132
ESPM,198BC,LEC,Directed Group Stud,Mulford 132,W,1800,1859,mulford,132
ETHSTD,10AC,LEC,Hist Of Race West,Hearst Mining 390,MWF,1200,1259,hearstmining,390
ETHSTD,10AC,DIS,Hist Of Race West,Dwinelle 242,M,1500,1559,dwinelle,242
ETHSTD,10AC,DIS,Hist Of Race West,Dwinelle 79,T,1400,1459,dwinelle,79
ETHSTD,10AC,DIS,Hist Of Race West,Etcheverry 3111,F,1100,1159,etcheverry,3111
ETHSTD,24,SEM,Freshman Seminar,Dwinelle 279,W,1300,1359,dwinelle,279
ETHSTD,98,GRP,Superv Group Study,Off Campus,W,1400,1659,off,Campus
ETHSTD,98BC,GRP,Directed Group Stud,Barrows 80,T,1700,1759,barrows,80
ETHSTD,98BC,GRP,Directed Group Stud,Barrows 50,T,1800,1859,barrows,50
ETHSTD,101A,LEC,Soc Sci Methods,Dwinelle 370,TR,930,1059,dwinelle,370
ETHSTD,101A,DIS,Soc Sci Methods,Latimer 105,W,1200,1259,latimer,105
ETHSTD,150,LEC,Mix Racial Descent,Dwinelle 215,TR,1230,1359,dwinelle,215
ETHSTD,159AC,LEC,The Southern Border,Valley Life Sciences 2050,TR,1400,1529,valleylifesciences,2050
ETHSTD,159AC,DIS,The Southern Border,Hildebrand B51,M,1400,1459,hildebrand,B51
ETHSTD,159AC,DIS,The Southern Border,Cory 289,M,900,959,cory,289
ETHSTD,159AC,DIS,The Southern Border,Hearst Gym 242,R,1200,1259,hearstgym,242
ETHSTD,159AC,DIS,The Southern Border,Dwinelle 209,W,1500,1559,dwinelle,209
ETHSTD,159AC,DIS,The Southern Border,Hearst Field Annex B5,F,1000,1059,hearstfieldannex,B5
ETHSTD,159AC,DIS,The Southern Border,Dwinelle 79,W,800,859,dwinelle,79
ETHSTD,159AC,DIS,The Southern Border,Hildebrand B56,M,1300,1359,hildebrand,B56
ETHSTD,159AC,DIS,The Southern Border,Etcheverry 3105,W,1400,1459,etcheverry,3105
ETHSTD,159AC,DIS,The Southern Border,Barrows 136,M,1600,1659,barrows,136
ETHSTD,175,LEC,Lit From Eth Mvmts,Dwinelle 109,MWF,1200,1259,dwinelle,109
ETHSTD,180,LEC,Comp Eth Std Topics,Dwinelle 283,TR,1530,1659,dwinelle,283
ETHSTD,190,SEM,Adv Sem In Eth Std,Giannini 201,W,1700,1959,giannini,201
ETHSTD,190,SEM,Adv Sem In Eth Std,Giannini 201,TR,1100,1229,giannini,201
ETHSTD,190AC,LEC,Adv Sem In Eth Std,Cory 285,W,1500,1759,cory,285
ETHSTD,198BC,GRP,Directed Group Stud,Dwinelle 130,T,1800,1859,dwinelle,130
ETHSTD,198BC,GRP,Directed Group Stud,Dwinelle 130,T,1700,1759,dwinelle,130
FILIPN,1A,LEC,Intro To Filipino,Barrows 80,MTWRF,1100,1159,barrows,80
FILIPN,1A,LEC,Intro To Filipino,Dwinelle 206,MTWRF,1200,1259,dwinelle,206
FILIPN,1A,LEC,Intro To Filipino,Dwinelle 106,MTWRF,1300,1359,dwinelle,106
FILIPN,1A,LEC,Intro To Filipino,Evans 81,F,1000,1159,evans,81
FILIPN,1A,LEC,Intro To Filipino,Dwinelle 251,TR,930,1059,dwinelle,251
FILIPN,100A,LEC,Intermed Filipino,Dwinelle 79,TR,1230,1359,dwinelle,79
FILIPN,100A,LEC,Intermed Filipino,Dwinelle 243,F,1200,1359,dwinelle,243
FILIPN,100A,LEC,Intermed Filipino,Dwinelle 235,F,1400,1559,dwinelle,235
FILIPN,100A,LEC,Intermed Filipino,Dwinelle 106,TR,1400,1529,dwinelle,106
FILIPN,101A,LEC,Advanced Filipino,Dwinelle 233,TR,1230,1359,dwinelle,233
FILM,R1A,LEC,Writing-Film Focus,Giannini 141,MW,1700,1829,giannini,141
FILM,R1A,LEC,Writing-Film Focus,Dwinelle 215,MW,1830,1959,dwinelle,215
FILM,R1A,LAB,Writing-Film Focus,Dwinelle 182,T,1600,1759,dwinelle,182
FILM,R1A,LAB,Writing-Film Focus,Dwinelle 182,T,1800,1959,dwinelle,182
FILM,R1B,LEC,Writing-Film Focus,Dwinelle 223,TR,1530,1659,dwinelle,223
FILM,R1B,LEC,Writing-Film Focus,Dwinelle 229,TR,1700,1829,dwinelle,229
FILM,R1B,LEC,Writing-Film Focus,Dwinelle 223,TR,1400,1529,dwinelle,223
FILM,R1B,DIS,Writing-Film Focus,Dwinelle 209,M,1800,1959,dwinelle,209
FILM,R1B,DIS,Writing-Film Focus,Hearst Field Annex B5,T,1800,1959,hearstfieldannex,B5
FILM,R1B,DIS,Writing-Film Focus,Hearst Field Annex B5,T,1600,1759,hearstfieldannex,B5
FILM,20,LEC,Film/Media Culture,Dwinelle 142,TR,1100,1229,dwinelle,142
FILM,20,DIS,Film/Media Culture,Barrows 104,T,1500,1559,barrows,104
FILM,20,DIS,Film/Media Culture,Kroeber 238,T,1600,1659,kroeber,238
FILM,20,DIS,Film/Media Culture,Dwinelle 246,T,1700,1759,dwinelle,246
FILM,20,DIS,Film/Media Culture,Dwinelle 234,W,800,859,dwinelle,234
FILM,20,DIS,Film/Media Culture,Barrows 587,W,900,959,barrows,587
FILM,20,DIS,Film/Media Culture,Morgan 138,W,1000,1059,morgan,138
FILM,25A,LEC,History Of Film,Dwinelle 142,TR,1530,1659,dwinelle,142
FILM,25A,DIS,History Of Film,Dwinelle 142,T,1700,1959,dwinelle,142
FILM,108,LEC,Film Genre,Dwinelle 142,MW,930,1059,dwinelle,142
FILM,129,LEC,Avant-Garde Film,Dwinelle 142,MW,1230,1359,dwinelle,142
FILM,129,LAB,Avant-Garde Film,Dwinelle 142,W,1500,1759,dwinelle,142
FILM,129,DIS,Avant-Garde Film,Latimer 122,M,1500,1559,latimer,122
FILM,129,DIS,Avant-Garde Film,Dwinelle 87,M,1600,1659,dwinelle,87
FILM,129,DIS,Avant-Garde Film,Dwinelle 250,T,800,859,dwinelle,250
FILM,129,DIS,Avant-Garde Film,Dwinelle 243,T,900,959,dwinelle,243
FILM,140,LEC,Spec Topics: Film,Dwinelle 188,MW,930,1059,dwinelle,188
FILM,140,LEC,Spec Topics: Film,Dwinelle 188,MW,1500,1629,dwinelle,188
FILM,140,DIS,Spec Topics: Film,Dwinelle 188,W,1630,1859,dwinelle,188
FILM,140,DIS,Spec Topics: Film,Dwinelle 188,M,1230,1429,dwinelle,188
FILM,151,LEC,Auteur Theory,Dwinelle 142,TR,930,1059,dwinelle,142
FILM,151,LEC,Auteur Theory,Dwinelle 188,MW,1100,1229,dwinelle,188
FILM,151,LAB,Auteur Theory,Dwinelle 142,W,1800,2059,dwinelle,142
FILM,180,LEC,Screenwriting,Dwinelle 226,T,900,1159,dwinelle,226
FILM,185,STD,Narrative Productio,Dwinelle 135,MW,900,1159,dwinelle,135
